AmbCO - Ambulance Clinical Outcomes,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,SHA Code,SHA Name,Org Code,Org Name,SQU03_3_1_1 SUM,SQU03_3_1_2 SUM,SQU03_3_2_1 SUM,SQU03_3_2_2 SUM,SQU03_5_1_1 SUM,SQU03_5_1_2 SUM,SQU03_5_2_1 SUM,SQU03_5_2_2 SUM,SQU03_5_3_1 SUM,SQU03_5_3_2 SUM,SQU03_6_1_1 SUM,SQU03_6_1_2 SUM,SQU03_6_2_1 SUM,SQU03_6_2_2 SUM,SQU03_7_1_1 SUM,SQU03_7_1_2 SUM,SQU03_7_2_1 SUM,SQU03_7_2_2 SUM,
2011-12,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,53,312,16,34,1,2,108,112,141,170,95,211,698,725,16,306,8,32,
2012-13,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,57,246,13,34,0,0,87,93,171,194,111,233,599,612,18,246,7,32,
2013-14,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,66,331,23,61,NULL,NULL,29,33,130,148,159,284,667,702,23,332,6,37,
2014-15,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,86,385,20,35,0,0,101,109,137,170,117,240,622,649,20,369,9,32,
2011-12,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,104,360,24,50,0,1,99,107,160,252,335,508,784,821,27,353,14,46,
2012-13,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,122,434,32,61,0,3,137,140,171,257,420,574,947,1025,29,429,13,58,
2013-14,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,110,394,26,53,NULL,NULL,130,135,186,268,409,614,919,966,39,387,14,51,
2014-15,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,149,492,27,55,0,0,92,96,196,258,351,601,1021,1053,43,488,17,55,
2011-12,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,58,287,14,33,0,0,86,92,81,115,242,432,594,669,16,274,6,27,
2012-13,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,63,267,17,38,0,0,63,68,84,103,311,523,687,763,15,254,6,33,
2013-14,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,82,270,13,29,NULL,NULL,100,110,99,129,261,394,824,884,13,259,5,27,
2014-15,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,78,318,27,56,0,0,72,86,89,114,291,459,770,799,20,286,14,51,
2011-12,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,4,14,2,4,1,1,0,0,2,3,24,30,36,44,1,14,1,4,
2012-13,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,4,8,1,2,0,0,1,1,3,4,9,12,51,53,3,8,1,2,
2013-14,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,15,2,3,NULL,NULL,0,0,4,5,5,7,17,17,2,15,2,3,
2014-15,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,6,0,1,0,0,2,3,8,10,16,20,43,45,0,6,0,1,
2011-12,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,40,109,18,33,0,0,56,56,38,50,86,184,48,50,6,109,6,43,
2012-13,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,30,89,2,7,0,0,75,80,61,97,77,197,561,567,13,72,1,6,
2013-14,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,34,159,10,26,NULL,NULL,77,84,82,115,95,239,514,519,16,138,8,24,
2014-15,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,46,108,18,33,0,0,57,59,63,106,69,153,450,463,16,103,9,32,
2011-12,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,94,5,15,0,0,38,39,40,42,41,67,116,116,5,94,2,15,
2012-13,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,26,124,7,15,0,0,40,45,44,44,43,78,149,149,9,124,6,15,
2011-12,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,44,203,7,28,1,1,58,66,189,216,142,234,608,630,14,202,4,28,
2012-13,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,69,252,18,39,0,1,65,85,134,154,107,214,613,650,20,251,8,39,
2013-14,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,94,352,23,51,NULL,NULL,122,155,147,165,172,289,842,859,29,349,14,51,
2014-15,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,112,409,25,47,0,0,104,147,155,175,152,312,830,848,34,408,12,47,
2011-12,JULY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,16,110,11,24,0,0,83,96,72,95,170,196,471,494,10,110,6,24,
2012-13,JULY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,30,125,6,19,0,0,95,100,61,80,127,152,352,360,11,122,6,19,
2013-14,JULY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,29,116,5,11,NULL,NULL,51,59,46,54,54,72,150,153,12,116,3,11,
2014-15,JULY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,30,124,5,9,0,0,66,78,61,67,91,134,385,389,5,120,2,7,
2015-16,JULY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,32,119,4,13,0,0,67,73,67,72,125,176,382,389,9,116,1,13,
2011-12,JULY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,53,241,8,21,5,9,115,125,151,217,163,187,361,377,12,193,3,16,
2012-13,JULY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,77,291,14,38,2,4,112,124,158,191,327,396,1049,1061,19,246,6,31,
2013-14,JULY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,77,299,14,34,NULL,NULL,129,147,187,215,323,402,996,1002,19,261,4,26,
2014-15,JULY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,97,320,15,39,0,0,113,145,187,223,361,506,1026,1034,24,294,5,36,
2015-16,JULY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,75,246,15,25,0,0,108,126,182,215,203,288,693,698,20,229,6,22,
2011-12,JULY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,34,219,13,31,0,3,95,116,155,166,173,228,486,517,15,209,8,30,
2012-13,JULY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,44,228,13,30,0,3,113,137,115,146,233,349,610,637,19,225,12,30,
2013-14,JULY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,66,230,16,30,NULL,NULL,101,116,79,93,233,329,620,633,23,228,11,29,
2014-15,JULY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,49,211,12,25,0,0,86,90,68,80,237,397,695,709,26,196,10,22,
2015-16,JULY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,63,224,19,29,0,0,89,103,67,76,222,398,660,667,24,219,12,29,
2011-12,JULY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,17,86,8,14,5,9,78,92,58,94,42,75,383,418,3,81,1,13,
2012-13,JULY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,39,222,16,40,6,12,103,106,101,132,48,109,774,791,16,208,6,36,
2013-14,JULY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,27,188,10,30,NULL,NULL,101,104,117,155,58,99,757,784,10,180,5,28,
2014-15,JULY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,42,205,12,33,0,0,82,89,61,76,86,142,787,802,10,196,3,29,
2015-16,JULY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,52,225,13,28,0,0,61,62,90,116,95,175,830,840,20,123,8,27,
2011-12,JULY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,58,214,8,23,1,2,97,109,74,106,166,233,813,858,25,214,5,23,
2012-13,JULY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,48,186,14,24,0,2,103,114,84,120,130,182,584,610,16,186,4,24,
2013-14,JULY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,62,283,12,33,NULL,NULL,115,132,124,168,168,274,815,860,20,283,7,33,
2014-15,JULY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,96,336,19,41,0,0,127,135,63,86,119,264,709,778,37,336,11,41,
2015-16,JULY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,104,315,26,45,0,0,71,82,92,125,164,280,692,719,34,315,10,45,
2011-12,JULY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,30,253,12,30,0,0,56,60,136,191,135,232,353,376,9,245,6,26,
2012-13,JULY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,60,277,22,40,0,0,52,55,106,124,131,237,602,632,15,264,9,33,
2013-14,JULY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,34,221,11,31,NULL,NULL,72,77,116,140,162,306,668,701,13,220,7,30,
2014-15,JULY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,56,244,9,20,0,0,95,97,114,142,184,329,724,734,16,247,5,19,
2015-16,JULY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,79,309,14,32,0,0,112,124,146,176,165,336,764,784,19,295,4,26,
2011-12,JULY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,103,348,27,52,0,2,98,106,136,228,316,474,1068,1203,35,346,15,51,
2012-13,JULY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,108,336,28,44,0,0,112,121,159,230,309,447,741,778,23,334,9,44,
2013-14,JULY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,101,320,28,46,NULL,NULL,106,116,181,230,374,527,822,878,35,314,12,44,
2014-15,JULY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,112,338,26,42,0,0,91,93,167,228,342,572,928,948,35,332,8,37,
2015-16,JULY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,101,321,24,39,0,0,101,108,185,256,396,633,1097,1124,37,315,15,38,
2011-12,JULY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,47,198,9,15,0,0,52,55,55,67,174,237,281,295,4,173,3,10,
2012-13,JULY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,39,125,8,16,0,0,87,98,102,125,232,338,503,543,7,123,0,14,
2013-14,JULY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,61,189,15,28,NULL,NULL,36,42,47,64,217,334,484,515,14,176,6,26,
2014-15,JULY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,59,197,23,34,0,0,68,74,85,111,370,533,809,861,17,190,10,32,
2015-16,JULY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,61,207,16,40,0,0,57,59,77,112,309,480,756,788,18,189,7,35,
2011-12,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,1,8,0,0,0,0,0,0,0,0,0,19,24,33,0,0,0,0,
2012-13,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,7,2,2,0,1,0,0,1,4,5,6,43,46,2,7,2,2,
2013-14,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,12,2,4,NULL,NULL,0,0,8,10,6,8,20,21,2,12,2,4,
2014-15,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,1,7,1,2,0,0,1,3,5,7,12,25,47,49,0,7,1,2,
2015-16,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,12,1,1,0,0,1,1,1,1,17,24,45,47,0,12,0,1,
2011-12,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,26,150,2,7,0,0,78,84,42,50,91,141,49,50,7,150,1,7,
2012-13,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,18,71,4,8,0,0,65,68,82,112,86,176,531,541,11,65,4,8,
2013-14,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,35,89,9,17,NULL,NULL,51,56,57,89,70,200,497,503,21,89,5,17,
2014-15,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,44,108,14,33,0,0,56,65,64,99,124,205,523,529,22,105,9,33,
2015-16,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,33,150,7,18,0,0,45,46,47,78,57,111,621,627,24,133,8,17,
2011-12,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,10,68,4,14,0,0,37,43,42,46,50,78,129,129,7,68,2,14,
2012-13,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,28,108,7,14,0,0,38,43,35,38,53,93,134,134,10,108,5,14,
2011-12,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,43,187,15,45,8,12,62,71,148,179,249,442,659,694,11,186,8,45,
2012-13,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,38,172,6,17,2,4,47,56,123,140,108,203,551,578,11,172,3,17,
2013-14,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,68,273,23,39,NULL,NULL,116,140,147,161,175,318,810,833,27,273,16,39,
2014-15,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,65,261,26,54,0,0,99,127,143,159,197,315,780,798,28,258,17,53,
2015-16,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,39,304,18,40,0,0,111,147,170,201,156,358,817,831,20,266,11,52,
2011-12,JUNE,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,17,102,10,20,0,0,78,104,55,78,160,184,480,524,6,102,6,20,
2012-13,JUNE,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,25,133,7,21,0,0,76,81,39,51,150,189,342,355,8,131,4,21,
2013-14,JUNE,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,30,113,9,13,NULL,NULL,51,52,62,73,156,200,300,306,7,111,2,12,
2014-15,JUNE,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,40,118,15,18,0,0,62,69,57,61,101,136,286,291,4,102,2,8,
2015-16,JUNE,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,39,138,16,23,0,0,59,65,51,57,101,157,345,354,15,130,10,21,
2011-12,JUNE,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,62,209,14,29,4,9,96,106,161,214,184,210,329,341,19,165,10,22,
2012-13,JUNE,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,74,286,20,42,1,6,122,142,192,250,203,241,667,674,19,228,5,27,
2013-14,JUNE,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,91,288,22,46,NULL,NULL,105,120,169,194,303,373,929,933,30,255,13,38,
2014-15,JUNE,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,80,280,14,36,0,0,103,124,173,185,311,410,1077,1083,19,252,3,28,
2015-16,JUNE,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,110,302,22,36,0,0,140,154,233,260,462,640,1562,1566,27,276,8,32,
2011-12,JUNE,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,35,188,9,29,0,3,78,92,121,157,294,395,778,823,16,183,8,28,
2012-13,JUNE,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,55,245,27,52,0,3,83,110,107,136,229,338,649,690,23,241,16,51,
2013-14,JUNE,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,46,219,22,38,NULL,NULL,98,103,84,98,219,310,565,574,15,211,7,36,
2014-15,JUNE,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,32,226,13,31,0,0,89,105,84,100,227,386,684,701,28,222,16,31,
2015-16,JUNE,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,60,212,18,32,0,0,84,99,74,87,218,407,705,724,26,204,15,30,
2011-12,JUNE,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,12,102,4,11,5,9,69,75,73,121,41,73,270,295,4,96,3,10,
2012-13,JUNE,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,45,242,17,43,2,3,97,105,92,123,54,102,889,922,19,234,7,40,
2013-14,JUNE,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,43,200,13,34,NULL,NULL,102,108,78,106,55,89,701,717,10,194,8,32,
2014-15,JUNE,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,32,211,6,25,0,0,98,108,85,111,81,130,843,849,10,191,1,21,
2015-16,JUNE,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,50,190,8,24,0,0,54,60,98,129,68,133,781,786,10,173,2,21,
2011-12,JUNE,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,50,178,18,41,1,2,99,112,68,78,135,195,819,872,15,178,6,41,
2012-13,JUNE,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,50,212,13,41,1,1,107,122,42,67,113,181,565,587,15,212,5,32,
2013-14,JUNE,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,67,272,9,20,NULL,NULL,114,129,110,141,162,262,754,785,6,272,1,20,
2014-15,JUNE,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,91,315,19,41,0,0,112,126,80,115,124,256,713,746,27,315,8,41,
2015-16,JUNE,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,99,332,20,41,0,0,114,123,110,125,188,310,662,699,35,332,11,41,
2011-12,JUNE,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,46,303,20,39,0,0,12,13,187,246,105,195,306,324,17,292,10,36,
2012-13,JUNE,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,47,229,17,34,0,0,55,65,107,135,102,219,577,618,13,221,7,31,
2013-14,JUNE,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,49,248,9,28,NULL,NULL,85,89,106,122,127,256,527,555,22,245,4,26,
2014-15,JUNE,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,54,256,13,23,0,0,92,100,104,122,155,258,656,682,21,251,4,21,
2015-16,JUNE,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,77,263,18,32,0,0,106,115,138,169,171,336,780,794,17,251,8,27,
2011-12,JUNE,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,105,339,33,50,0,0,111,117,106,210,279,425,1001,1100,44,335,20,49,
2012-13,JUNE,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,93,329,19,37,0,0,111,117,154,233,356,493,813,868,30,328,11,36,
2013-14,JUNE,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,110,339,32,47,NULL,NULL,111,113,203,259,338,497,808,856,31,330,14,41,
