NHS 111 - SHA & Self Provider View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provider Org:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearnumber,Periodname,Provider Org Code,Provider Name,Commissioner Org Code,Commissioner Org Name,Nhs1 Population SUM,Nhs1 Number Calls Offered SUM,Nhs1 Calls Through 111 SUM,Nhs1 Calls Through Other SUM,Nhs1 Abandoned Calls SUM,Nhs1 Answered Calls SUM,Nhs1 Answered Through 111 SUM,Nhs1 Answered Through Other SUM,Nhs1 Answered 60sec SUM,Nhs1 Calls Person Triaged SUM,Nhs1 Cnt Caller Terminated SUM,Nhs1 Cnt Caller Referred SUM,Nhs1 Cnt Caller Given Info SUM,Nhs1 Cnt Other Reason SUM,Nhs1 Transferred To Ca SUM,Nhs1 Wtransferred To Ca SUM,Nhs1 Ave Wtransfer Time SUM,Nhs1 Person Offered Call Back SUM,Nhs1 Calls Back Within 10mins SUM,Nhs1 Ave Episode Length SUM,Nhs1 Amb Dispatches SUM,Nhs1 Recommend To Ae SUM,Nhs1 Recommend To Primcare SUM,Nhs1 Rec Contact Prim Com Care SUM,Nhs1 Rec Speak Prim Com Care SUM,Nhs1 Rec Dental Pharmacy SUM,Nhs1 Recommend To Other SUM,Nhs1 Not Recommend SUM,Nhs1 Given Health Information SUM,Nhs1 Recommended Home Care SUM,Nhs1 Recommended Non Clinical SUM,Nhs1 Time Call Handlers SUM,Nhs1 Time Clinical Staff SUM,Nhs1 Cost Call Handlers SUM,Nhs1 Cost Clinical Staff SUM,Nhs1 Total Other Costs SUM
2014-15,May-14,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1152600,35258,35094,164,1245,31316,31255,61,25115,30212,1002,1,55,46,5694,1702,00:00:40,3991,1315,00:15:13,2866,1751,18926,14343,3572,1011,1004,5665,61,2112,3492,272220,68294,0,0,0
2014-15,May-14,111AF3,BEDFORDSHIRE NHS 111,06F,NHS BEDFORDSHIRE CCG,429000,3055,3055,0,71,2942,2942,0,2655,2730,241,0,8,0,486,115,00:01:02,371,362,00:46:34,338,231,1678,1074,316,288,102,381,42,241,98,0,0,0,0,0
2014-15,May-14,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1108600,35131,23077,12054,248,24336,21282,3054,23564,18901,577,0,15,4843,7348,6361,00:00:01,948,457,00:09:17,2647,1503,12018,8335,2599,1084,725,2008,38,1366,604,207381,47797,0,0,0
2014-15,May-14,111AF5,NORTH WEST NHS 111,00R,NHS BLACKPOOL CCG,6701700,68996,68996,0,534,67687,67687,0,64103,61801,2403,0,459,3024,15156,10271,00:00:10,4885,3577,00:08:36,7531,5589,34219,23519,5624,5076,865,13597,896,4276,8425,236113,184853,0,0,0
2014-15,May-14,111AF6,BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,466400,15125,15125,0,76,14791,14791,0,14161,12176,700,0,12,1903,2737,2211,00:00:13,526,309,00:06:21,1218,1119,7653,6162,1130,361,113,2073,132,703,1238,24765,77440,0,0,0
2014-15,Jun-14,111AA1,NORTH EAST ENGLAND NHS 111,00N,NHS SOUTH TYNESIDE CCG,2615600,54657,52073,2584,631,47213,46378,835,44276,42583,2533,599,1396,1521,14410,13780,00:00:53,630,296,00:10:30,7417,3781,24492,15102,6643,2747,2837,4056,814,2157,1085,369439,132881,0,0,0
2014-15,Jun-14,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,728300,14020,14020,0,203,13817,13817,0,13018,11499,388,167,41,1722,2930,2000,00:00:57,930,434,00:11:06,1508,1052,7544,5468,1482,594,225,1170,112,668,390,0,0,0,0,0
2014-15,Jun-14,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,211100,5404,5404,0,88,5246,5246,0,4726,2724,193,0,11,2318,445,111,00:01:00,334,329,00:45:13,428,211,1624,1178,339,107,145,316,33,188,95,0,0,0,0,0
2014-15,Jun-14,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,996700,19094,19026,68,289,18437,18375,62,16278,16413,24,1,1,1998,4501,1838,00:00:08,2663,881,00:14:32,1455,1467,9854,6727,2123,1004,389,3248,234,1160,1854,119332,56484,0,0,0
2014-15,Jun-14,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1000900,23916,23357,559,378,23090,22580,510,20434,19658,29,2,0,3401,5861,2094,00:00:22,3767,1080,00:13:50,1664,1397,10952,7526,2468,958,1405,4240,270,1245,2725,144158,70136,0,0,0
2014-15,Jun-14,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,139500,4561,4525,36,59,4303,4272,31,4180,4055,50,62,14,122,691,674,00:00:37,17,11,00:07:24,514,274,2675,1545,716,414,238,354,60,248,46,25627,9142,6345,4122,0
2014-15,Jun-14,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,565300,17480,15820,1660,129,16686,15288,1398,15786,6950,485,23,26,9202,1267,689,00:02:45,578,304,00:13:55,990,534,4188,2908,1022,258,274,964,119,339,506,0,0,0,0,0
2014-15,Jun-14,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,291100,8120,8120,0,90,8030,8030,0,7559,5693,283,39,24,1991,1605,1194,00:00:54,411,214,00:13:08,561,571,3553,2600,660,293,161,847,87,463,297,0,0,0,0,0
2014-15,Jun-14,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,376700,4819,4819,0,54,4765,4765,0,4514,3592,177,53,10,933,1005,750,00:00:55,254,136,00:12:29,364,344,2232,1640,409,183,146,506,46,270,190,0,0,0,0,0
2014-15,Jun-14,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1131700,33269,21155,12114,181,24851,19866,4985,24244,18971,1,13,0,5866,5964,4060,00:00:48,1904,1327,00:13:03,1533,1620,12955,9102,2962,891,647,2216,407,1258,551,415269,173171,0,0,0
2014-15,Jun-14,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,214400,4880,4653,227,8,4872,4646,226,4685,3858,2,0,1,1011,1214,632,00:05:35,582,158,00:16:38,440,227,2307,1196,969,142,268,616,48,267,301,30179,10143,0,0,0
2014-15,Jun-14,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,654300,17116,16366,750,362,16221,15490,731,14573,12740,1931,0,39,1511,2125,482,00:01:03,1643,1619,00:37:43,1423,986,7582,5527,1612,443,1222,1527,110,938,479,0,0,0,0,0
2014-15,Jun-14,111AB9,NORFOLK NHS 111,06Y,NHS SOUTH NORFOLK CCG,778100,20734,17321,3413,80,19327,17190,2137,19121,14545,8,8,191,4575,5243,4284,00:00:59,930,579,00:10:43,1418,1062,9782,5723,3390,669,85,2198,186,1336,676,0,0,0,0,0
2014-15,Jun-14,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,623000,12473,12473,0,177,12296,12296,0,11235,10233,306,81,35,1641,2551,1576,00:01:10,974,496,00:11:05,1186,960,6654,4676,1319,659,402,1031,116,558,357,0,0,0,0,0
2014-15,Jun-14,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,999400,17946,17724,222,28,17918,17696,222,17271,13978,11,0,8,3921,4486,2481,00:04:27,2005,446,00:17:11,1232,963,8730,4818,3374,538,735,2318,260,931,1127,112733,37773,0,0,0
2014-15,Jun-14,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,766300,14889,14493,396,14,14875,14479,396,14514,13069,136,25,7,1638,4040,1919,00:02:10,2066,599,00:15:06,1202,1082,8408,5115,2706,587,656,1721,256,1020,445,4102,1654,0,0,0
2014-15,Jun-14,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,863900,22552,11423,11129,50,17185,10559,6626,16927,13214,25,10,40,3896,3938,2499,00:00:45,1439,580,00:11:54,1388,1434,9016,5414,2805,797,83,1293,256,714,323,387488,125351,0,0,0
2014-15,Jun-14,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,696300,15437,15437,0,222,14920,14920,0,13152,13249,13,2,1,1655,3432,1264,00:00:06,2168,649,00:14:36,989,1103,8537,6334,1796,407,319,2301,144,909,1248,96475,42740,0,0,0
2014-15,Jun-14,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,265200,5095,5095,0,63,5032,5032,0,4731,4085,160,95,26,666,1058,739,00:00:53,319,158,00:11:16,394,440,2688,1868,450,370,46,517,69,285,163,0,0,0,0,0
2014-15,Jun-14,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1037700,15913,15913,0,236,15237,15237,0,13542,13681,17,1,2,1536,3562,1346,00:00:18,2216,747,00:14:27,1168,1082,8224,5361,1971,892,403,2804,194,845,1765,94790,45371,0,0,0
2014-15,Jun-14,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4591400,71270,70039,1231,187,70350,69238,1112,68857,64360,0,0,0,5990,18821,13657,00:01:07,5164,2914,00:12:11,7384,5767,36911,25069,8730,3112,3400,10898,728,4031,6139,317873,248818,0,0,0
2014-15,Jun-14,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,314000,3452,3452,0,32,3420,3420,0,3207,2659,106,33,11,611,796,597,00:01:00,199,101,00:13:03,253,260,1612,1217,293,102,126,408,54,246,108,0,0,0,0,0
2014-15,Jun-14,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,406400,6161,6161,0,68,6093,6093,0,5695,4602,163,27,23,1278,1314,957,00:00:51,355,175,00:12:32,401,427,3026,2233,552,241,158,590,62,365,163,0,0,0,0,0
2014-15,Jun-14,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,363700,3677,3677,0,47,3630,3630,0,3412,2757,120,36,12,705,854,611,00:00:52,243,123,00:13:21,284,266,1736,1251,366,119,71,400,58,221,121,0,0,0,0,0
2014-15,Jun-14,111AD4,NORTH WEST LONDON NHS 111,07P,NHS BRENT CCG,1183100,7056,7056,0,89,6967,6967,0,6535,5642,263,95,17,950,1753,1257,00:00:55,495,238,00:13:26,566,533,3532,2517,755,260,163,848,80,491,277,0,0,0,0,0
2014-15,Jun-14,111AD5,NORTH CENTRAL LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,1419800,12176,12176,0,111,11852,11852,0,11173,15871,852,13,77,0,2974,1617,00:02:42,1357,754,00:13:02,2439,1397,9400,6534,2175,691,623,2012,272,847,893,0,0,0,0,0
2014-15,Jun-14,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1006700,20471,15445,5026,757,19714,15025,4689,18734,15650,1055,0,81,0,3370,1843,00:01:06,1527,1041,00:10:46,1609,1365,9318,6868,1748,702,1190,2168,133,924,1111,0,0,0,0,0
2014-15,Jun-14,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1734700,23727,23727,0,54,23492,23492,0,23108,21639,0,0,0,1853,5706,4393,00:00:06,1313,962,00:09:10,1780,1847,11847,8562,1701,1584,1053,5112,206,1657,3249,83466,80689,0,0,0
2014-15,Jun-14,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,868900,9468,9468,0,508,8960,8960,0,8501,6270,274,0,28,0,1260,696,00:00:56,564,360,00:11:07,650,668,3917,2713,565,639,292,743,61,405,277,0,0,0,0,0
2014-15,Jun-14,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5476700,109737,109737,0,871,107833,107833,0,104093,97629,7257,0,514,2433,21634,7895,00:01:06,13737,5160,00:16:23,9546,6548,62898,40114,9955,12829,4517,14120,1299,5491,7330,1366478,521680,0,0,0
2014-15,Jun-14,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1842600,37026,35834,1192,352,36422,35256,1166,34296,30155,1784,0,94,4389,5388,1445,00:01:38,3943,3906,00:26:21,3201,2553,18784,13112,5380,292,2703,2914,202,1785,927,0,0,0,0,0
2014-15,Jun-14,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,521300,11967,11967,0,225,11584,11584,0,10428,6335,464,0,10,4775,1107,289,00:01:02,818,811,00:47:37,789,555,3771,2771,916,84,483,737,70,459,208,0,0,0,0,0
2014-15,Jun-14,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,897000,18475,18475,0,331,17970,17970,0,16144,14409,1260,0,36,2265,2478,590,00:01:00,1888,1857,00:42:08,1733,1125,9070,6718,2088,264,689,1792,137,1154,501,0,0,0,0,0
2014-15,Jun-14,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4526600,86823,86823,0,567,85773,85773,0,82099,73159,4329,265,188,7832,20646,10347,00:01:03,10299,5832,00:12:51,8505,5234,48248,37895,7008,3345,306,10866,1089,5187,4590,0,0,0,0,0
2014-15,Jun-14,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,758200,19790,19775,15,202,18168,18168,0,16451,17415,667,0,53,33,3218,1013,00:00:48,2084,636,00:15:12,1678,1026,9991,6681,1718,1592,811,3909,109,1150,2650,156931,38529,0,0,0
2014-15,Jun-14,111AE6,BANES & WILTSHIRE NHS 111,11E,NHS BATH AND NORTH EAST SOMERSET CCG,661200,11966,11966,0,190,11776,11776,0,10710,9973,445,406,16,936,2569,1440,00:00:48,1129,518,00:11:45,1023,855,6836,4777,1401,658,130,1129,93,575,461,0,0,0,0,0
2014-15,Jun-14,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,920600,23954,23954,0,386,23568,23568,0,21653,19616,909,686,61,2296,5292,2985,00:00:49,2307,1071,00:12:09,2025,1886,13112,9093,2586,1433,176,2417,232,1261,924,0,0,0,0,0
2014-15,Jun-14,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,832200,13928,13928,0,242,13686,13686,0,12566,10588,477,516,32,2073,2868,1588,00:00:50,1280,580,00:12:08,1174,964,7024,5049,1543,432,151,1275,165,625,485,0,0,0,0,0
2014-15,Jun-14,111AE9,SOMERSET NHS 111,11X,NHS SOMERSET CCG,540500,12698,12675,23,151,11616,11613,3,10498,10613,964,0,16,23,1975,640,00:01:03,1271,418,00:14:56,1110,598,5814,4370,1133,311,761,2330,42,724,1564,96865,23646,0,0,0
2014-15,Jun-14,111AF1,CORNWALL NHS 111,11N,NHS KERNOW CCG,548800,6996,6932,64,89,6094,6080,14,5580,5724,339,0,17,14,1236,413,00:00:40,757,222,00:17:48,608,464,3022,2198,520,304,335,1295,65,489,741,53172,14798,0,0,0
2014-15,Jun-14,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1152600,30047,29868,179,314,27482,27410,72,24844,26345,1039,0,54,44,5446,1645,00:00:29,3627,1083,00:16:45,2848,1567,15872,11994,2920,958,586,5472,303,1910,3259,236956,65204,0,0,0
2014-15,Jun-14,111AF3,BEDFORDSHIRE NHS 111,06F,NHS BEDFORDSHIRE CCG,429000,2878,2878,0,48,2785,2785,0,2547,2649,228,0,6,0,496,137,00:00:57,359,354,00:46:53,337,242,1584,991,284,309,91,395,50,241,104,0,0,0,0,0
2014-15,Jun-14,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1108600,31191,20470,10721,232,21080,17056,4024,20367,16526,509,0,9,4036,6587,5801,00:00:01,785,362,00:09:14,2582,1460,10091,6988,2199,904,706,1687,42,1104,541,172071,47471,0,0,0
2014-15,Jun-14,111AF5,NORTH WEST NHS 111,00R,NHS BLACKPOOL CCG,6701700,62817,62817,0,335,61631,61631,0,59230,56917,2105,0,461,2148,14040,9871,00:00:10,4169,3038,00:09:03,7222,5377,29776,20370,4766,4640,757,13785,1081,3896,8808,228118,171456,0,0,0
2014-15,Jun-14,111AF6,BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,466400,13659,13659,0,80,13336,13336,0,12689,10954,617,0,11,1754,2490,1947,00:00:15,543,280,00:06:56,1202,1152,6615,5350,923,342,78,1907,117,639,1151,41077,23947,0,0,0
2014-15,Jul-14,111AA1,NORTH EAST ENGLAND NHS 111,00N,NHS SOUTH TYNESIDE CCG,2615600,54904,52504,2400,1518,46061,45335,726,40392,41501,2419,555,1312,1591,14004,13496,00:00:50,508,248,00:10:21,7281,3702,23614,14727,6217,2670,2765,4139,785,2220,1134,362195,133238,0,0,0
2014-15,Jul-14,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,728300,14244,14244,0,213,14031,14031,0,12870,11563,388,186,57,1837,3032,2026,00:00:51,1005,465,00:11:32,1523,1145,7444,5610,1305,529,215,1236,139,708,389,0,0,0,0,0
2014-15,Jul-14,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,211100,5257,5257,0,55,5128,5128,0,4855,2317,217,0,4,2590,402,108,00:00:59,294,290,00:38:09,350,201,1354,1024,253,77,106,306,27,199,80,0,0,0,0,0
2014-15,Jul-14,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,996700,18540,18487,53,165,18025,17979,46,16844,16552,8,1,1,1463,4409,1997,00:00:07,2412,941,00:12:18,1460,1432,9777,6653,2090,1034,374,3509,304,1079,2126,119590,53613,0,0,0
2014-15,Jul-14,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1000900,23360,22831,529,175,22721,22217,504,21361,19824,13,1,4,2879,5994,2582,00:00:11,3412,1226,00:11:50,1595,1621,10966,7526,2430,1010,1186,4456,316,1161,2979,141134,69279,0,0,0
2014-15,Jul-14,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,139500,5176,5150,26,124,4755,4731,24,4563,4309,64,101,39,242,673,659,00:00:38,14,5,00:07:14,489,280,2814,1650,726,438,292,434,89,275,70,28178,9160,6984,4136,0
2014-15,Jul-14,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,565300,18221,16360,1861,125,17483,17483,0,16796,7060,642,21,28,21,1290,732,00:03:25,558,285,00:11:00,1005,584,4018,2827,930,261,319,1134,135,319,680,0,0,0,0,0
2014-15,Jul-14,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,291100,8075,8075,0,91,7984,7984,0,7412,5605,305,31,21,2022,1567,1067,00:01:03,500,190,00:14:01,571,520,3575,2619,694,262,106,833,74,442,317,0,0,0,0,0
2014-15,Jul-14,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,376700,5040,5040,0,74,4966,4966,0,4622,3635,180,48,19,1084,1015,691,00:00:45,324,138,00:13:13,391,334,2274,1675,426,173,110,526,60,270,196,0,0,0,0,0
2014-15,Jul-14,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1131700,29707,21766,7941,174,24877,20449,4428,24271,18918,0,13,0,5946,5973,4303,00:00:51,1670,1169,00:10:16,1569,1659,12730,8972,2890,868,678,2282,389,1313,580,416020,165405,0,0,0
2014-15,Jul-14,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,214400,5516,5295,221,5,5511,5290,221,5378,4301,5,0,4,1201,1342,722,00:04:31,620,171,00:15:20,451,252,2580,1353,1047,180,296,722,55,248,419,35617.86667,10156.65,0,0,0
2014-15,Jul-14,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,654300,15747,15186,561,251,15030,14484,546,13734,11520,1777,0,36,1697,1916,481,00:01:02,1435,1420,00:35:28,1264,888,6965,4999,1431,535,1058,1345,111,777,457,0,0,0,0,0
2014-15,Jul-14,111AB9,NORFOLK NHS 111,06W,NHS NORWICH CCG,778100,23333,19771,3562,369,21182,19187,1995,20040,15517,16,6,240,5403,5509,3959,00:00:48,1530,860,00:11:02,1604,1166,10054,6073,3233,748,169,2524,235,1525,764,0,0,0,0,0
2014-15,Jul-14,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,623000,12816,12816,0,271,12545,12545,0,11098,10411,326,119,24,1665,2533,1493,00:00:49,1040,538,00:11:13,1247,1068,6637,4787,1255,595,386,1073,105,585,383,0,0,0,0,0
2014-15,Jul-14,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,999400,18051,17837,214,16,18035,17821,214,17619,14283,15,1,9,3727,4713,2498,00:04:43,2215,558,00:16:15,1281,994,8819,4846,3289,684,727,2462,277,1019,1166,118189.6833,37455.16667,0,0,0
2014-15,Jul-14,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,766300,14902,14441,461,10,14892,14431,461,14677,12880,150,17,16,1829,4055,2417,00:02:42,1553,519,00:13:59,1250,1082,8288,5005,2749,534,558,1702,265,1022,415,2315.433333,948.3666667,0,0,0
2014-15,Jul-14,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,863900,22851,11815,11036,86,17563,10893,6670,17225,13428,22,13,38,4062,4082,2861,00:00:44,1221,640,00:11:00,1352,1499,9087,5314,2940,833,104,1386,249,810,327,364621,140515,0,0,0
2014-15,Jul-14,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,696300,15309,15309,0,135,14914,14914,0,13875,13376,7,2,0,1529,3499,1525,00:00:11,1974,710,00:12:25,1019,1150,8530,6436,1768,326,289,2388,196,790,1402,98769,41453,0,0,0
2014-15,Jul-14,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,265200,4908,4908,0,91,4817,4817,0,4450,3891,174,70,24,658,1013,674,00:00:40,339,155,00:11:45,371,461,2487,1739,428,320,53,519,62,281,176,0,0,0,0,0
2014-15,Jul-14,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1037700,15346,15346,0,120,14872,14872,0,13869,14010,6,0,1,855,3619,1648,00:00:13,1971,748,00:12:34,1256,1201,8162,5293,1999,870,333,3058,215,860,1983,98337,43963,0,0,0
2014-15,Jul-14,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4591400,70987,69649,1338,172,70130,68923,1207,68695,64341,0,0,0,5789,18290,14079,00:01:00,4211,2784,00:10:56,7430,5901,36767,25410,8313,3044,2882,11361,697,3996,6668,320556.45,225033.85,0,0,0
2014-15,Jul-14,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,314000,3638,3638,0,48,3590,3590,0,3332,2766,132,44,11,637,808,577,00:00:53,231,85,00:13:36,251,258,1748,1306,317,125,85,424,48,242,134,0,0,0,0,0
2014-15,Jul-14,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,406400,6478,6478,0,91,6387,6387,0,5794,4742,158,32,14,1441,1379,877,00:00:58,502,218,00:13:41,413,487,3102,2306,591,205,114,626,70,397,159,0,0,0,0,0
2014-15,Jul-14,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,363700,3665,3665,0,51,3614,3614,0,3337,2678,147,28,14,747,898,617,00:01:16,280,106,00:14:32,242,224,1681,1216,366,99,52,479,53,271,155,0,0,0,0,0
2014-15,Jul-14,111AD4,NORTH WEST LONDON NHS 111,07P,NHS BRENT CCG,1183100,6843,6843,0,91,6752,6752,0,6233,5420,253,97,25,957,1647,1046,00:00:56,601,247,00:14:10,579,568,3290,2406,682,202,124,859,101,491,267,0,0,0,0,0
2014-15,Jul-14,111AD5,NORTH CENTRAL LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,1419800,11763,11763,0,88,11439,11439,0,11024,15516,816,11,73,0,3123,1833,00:00:00,1290,700,00:13:14,2480,1392,9009,6191,2173,645,614,2021,308,850,863,0,0,0,0,0
2014-15,Jul-14,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1006700,20062,17653,2409,667,19395,16987,2408,18542,15275,1074,0,76,0,3302,1822,00:01:03,1482,1008,00:11:16,1686,1318,8864,6580,1662,622,1197,2210,149,947,1114,0,0,0,0,0
2014-15,Jul-14,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1734700,24913,24912,1,106,24654,24653,1,23832,22192,0,0,0,2462,5317,3429,00:00:10,1888,1286,00:10:03,1755,1878,11787,8542,1676,1569,1154,5618,291,1700,3627,90695,80235,0,0,0
2014-15,Jul-14,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,868900,9605,9605,0,436,9164,9164,0,8792,6440,350,0,45,0,1392,785,00:00:58,607,372,00:11:53,652,693,3947,2790,581,576,257,891,79,460,352,0,0,0,0,0
2014-15,Jul-14,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5476700,110065,110065,0,1413,107738,107738,0,101572,90805,8532,0,580,7821,20592,5216,00:01:08,15386,4553,00:18:19,9212,7005,54939,35057,7968,11914,4882,14767,1301,4831,8635,1390163,529317,0,0,0
2014-15,Jul-14,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1842600,37242,36097,1145,393,36572,35452,1120,34383,29835,1832,0,108,4797,5149,1484,00:00:00,3665,3628,00:27:12,3356,2534,18474,13031,5008,435,2626,2845,217,1780,848,0,0,0,0,0
2014-15,Jul-14,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,521300,11628,11628,0,150,11322,11322,0,10404,5930,470,0,20,4902,1022,268,00:01:06,754,750,00:44:31,725,525,3477,2534,812,131,476,727,87,449,191,0,0,0,0,0
2014-15,Jul-14,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,897000,17813,17813,0,241,17392,17392,0,15949,14978,1278,0,31,1105,2600,629,00:01:03,1971,1952,00:51:03,1749,1328,9442,6862,2106,474,684,1775,141,1180,454,0,0,0,0,0
2014-15,Jul-14,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4526600,88829,88829,0,553,87764,87764,0,83721,73725,4291,318,173,9257,21290,12451,00:01:04,8839,5871,00:12:42,8662,5752,47956,37671,7068,3217,314,11041,933,5515,4593,0,0,0,0,0
2014-15,Jul-14,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,758200,20055,20025,30,176,18453,18453,0,16963,17765,602,1,56,29,3273,1048,00:00:47,2186,585,00:14:46,1833,1073,9937,6568,1660,1709,862,4060,282,1074,2704,159272,39580,0,0,0
