AmbSYS - Ambulance Systems Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,Parent org code,Parent name,Org Code,Org Name,HQU03_1_1_3 SUM,HQU03_1_1_4 SUM,HQU03_1_1_5 SUM,HQU03_1_1_6 SUM,HQU03_1_1_7 SUM,HQU03_1_2_1 SUM,HQU03_1_2_2 SUM,SQU03_1_1_1 SUM,SQU03_1_1_2 SUM,SQU03_2_1_1 SUM,SQU03_2_1_2 SUM,SQU03_2_2_1 SUM,SQU03_2_2_2 SUM,SQU03_2_3_1 SUM,SQU03_2_3_2 SUM,SQU03_8_1_1_50 SUM,SQU03_8_1_1_95 SUM,SQU03_8_1_1_99 SUM,SQU03_9_1_1_50 SUM,SQU03_9_1_1_95 SUM,SQU03_9_1_1_99 SUM,SQU03_10_1_1 SUM,SQU03_10_1_2 SUM,SQU03_10_2_1 SUM,SQU03_10_2_2 SUM,Asi Srs17 1 1 1 SUM
2012-13,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,326,443,15.9,16109,20593,20548,21036,7011,56622,545,4400,697,15330,0,56622,3,58,98,5.52,17.27,25.72,4400,46757,17213,42357,33562
2012-13,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,517,656,13.52,6320,8246,8451,8880,1214,36823,292,1551,904,13042,1302,36823,3,83,154,6.08,18.75,32.62,1551,33251,13153,31700,18548
2012-13,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,183,245,16,9555,12224,11832,12396,341,43076,245,1861,1051,12815,0,43076,2,13,57,5.4,19.3,29.9,1861,31849,14107,28304,22196
2012-13,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,11,11,10.25,512,677,675,688,69,2054,6,151,15,504,7,2054,1,4,11,6.19,18.31,29.49,151,1831,789,1680,1180
2012-13,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,987,1362,18.1,27387,40605,40344,41708,167,150287,234,6880,1263,21269,3525,150287,0,5,47,6.6,16.8,27.3,6880,100399,29181,93519,71367
2012-13,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,540,769,14.8,7271,9711,9905,10435,170,33620,181,1612,362,8382,0,33620,2,9,47,5.9,15.6,22.4,1612,21351,9625,19739,15698
2012-13,DECEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,224,325,13.08,10605,15361,14761,15639,1546,53480,272,1785,422,7100,0,53480,1,21,77,6.7,20.75,34.21,1785,31676,9662,30811,27958
2012-13,DECEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,2292,3232,15.38,24268,33283,34343,36406,5658,121775,808,2723,976,15377,0,121775,1,18,56,5.65,18,38.62,2723,78414,17613,76380,71696
2012-13,DECEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1235,1902,15.5,15929,23161,23732,24961,6021,79967,447,2951,1134,12427,1443,79967,1,37,100,6.04,16.19,24.57,2951,58217,13903,54997,45176
2012-13,DECEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1412,2177,17.2,14067,20419,19890,22530,1516,66372,122,4339,1206,17279,71,66372,2,53,97,7.15,26.16666667,45.9,4339,56519,17913,52086,34807
2012-13,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,586,756,13,23840,32227,31963,32983,1037,92245,760,4817,1351,24977,0,92245,1,10,58,6.17,16.4,25.33,4817,72310,25340,67493,48589
2012-13,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,831,1147,16.05,15156,21966,21216,23006,567,85421,614,4223,1898,24475,13,85421,1,11,63,5.43,20.2,31.08,4223,63612,31305,65700,40811
2012-13,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,441,584,14.9,16675,23311,23010,23895,966,54681,861,6191,832,17802,0,54681,3,47,90,5.88,18.63,28.25,6191,53201,20030,47010,36204
2012-13,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,576,745,13.58,7198,10232,10228,10955,359,41554,354,1975,1070,15549,4318,41554,3,15,86,6.47,21.01,38.29,1975,38719,15648,36744,21119
2012-13,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,272,350,15.3,10194,13566,13172,13864,631,46738,477,2467,1160,15853,0,46738,2,29,75,5.8,20.8,34.3,2467,33988,17051,31932,23121
2012-13,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,16,17,9.45,413,549,552,566,23,1732,2,107,11,441,13,1732,1,5,9,6.01,17.31,25.51,107,1585,671,1477,1039
2012-13,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,856,1077,16.4,27177,34230,34647,35163,18,117432,147,5905,1017,17810,2526,117432,0,1,2,5.6,13.2,20.3,5905,91515,24675,85610,67225
2012-13,FEBRUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,193,244,12.75,9557,11876,11804,12104,1239,36219,158,959,246,5237,0,36219,1,39,65,5.65,16.15,26.3,959,24634,6992,24343,23391
2012-13,FEBRUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1878,2632,15.1,21086,28332,29233,30913,2165,101072,709,2443,829,12503,0,101072,1,8,46,5.55,17.5,40.58,2443,66320,14434,64334,62251
2012-13,FEBRUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,996,1404,15.26,14176,19129,19773,20486,693,60147,117,2620,678,9494,1256,60147,1,24,82,5.67,14.44,22,2620,42663,12017,39868,34936
2012-13,FEBRUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1304,1813,15.81666667,12880,16517,16925,18297,94,51455,96,3185,879,13799,74,51455,2,15,62,6.4,21.4,36,3185,46723,14387,43499,29700
2012-13,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,493,616,12.17,19412,26252,26132,26868,862,73304,671,4246,1123,20249,0,73304,1,9,53,6.2,16.15,24.55,4246,60362,20498,56116,41729
2012-13,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,741,997,15.1,13540,19459,18811,20376,530,72442,620,3476,1637,20566,14,72442,1,11,60,5.42,20.27,30.58,3476,54737,26147,57340,36400
2012-13,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,352,461,13.4,14586,19946,19808,20407,801,48175,711,5357,738,14724,0,48175,3,49,89,5.8,17.78,28.4,5357,44918,16596,39561,31560
2012-13,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,511,644,16.34,6629,8813,9042,9449,78,32916,238,1281,920,12827,1933,32916,3,5,39,5.98,18.1,31.33,1281,32593,12922,31312,18344
2012-13,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,697,936,14.3,15228,20198,20116,21064,727,67980,514,3372,1193,19730,0,67980,3,25,69,5.6,18,29.2,3372,46279,22283,43278,33806
2012-13,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,10,13,10.5,442,579,574,592,21,1935,3,158,15,451,11,1935,1,4,9,6.2,18.38,27.24,158,1739,705,1581,1129
2012-13,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,1009,1272,14.1,29456,36928,37467,38014,298,129302,175,6772,1059,19840,3074,129302,0,3,74,5.5,13.1,21.7,6772,100551,27464,93779,73473
2012-13,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,530,700,14.7,6909,9208,9380,9883,223,31266,144,1479,309,7549,0,31266,2,7,45,5.9,15.6,25,1479,19777,8602,18298,15275
2012-13,JANUARY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,241,325,12.92,10320,13738,13521,14032,1719,43680,219,1353,328,6079,0,43680,1,67,70,6.18,18.22,30.15,1353,28232,8459,27673,26561
2012-13,JANUARY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,2123,2906,14.95,23585,31037,32182,33847,3066,110240,770,2619,954,13870,0,110240,1,7,41,5.45,16.65,36.7,2619,73015,16046,70934,68523
2012-13,JANUARY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1120,1596,15.21,15820,21442,22188,22970,1698,68013,531,2815,980,11010,1545,68013,1,21,94,5.65,14.44,22.12,2815,53338,13697,50338,40053
2012-13,JANUARY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1262,1873,17,13852,18539,18584,20387,1202,57751,100,3470,958,15543,59,57751,2,31,85,6.583333333,22.9,37.95,3470,51846,16148,48260,32717
2012-13,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,526,648,11.68,22436,29088,28991,29736,536,83807,744,4672,1229,22477,0,83807,1,1,39,5.85,15.43,24.65,4672,67119,22748,62447,46491
2012-13,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,791,1086,15.87,14990,20892,20306,21882,475,78199,685,3932,1864,22693,10,78199,1,5,63,5.22,19.8,31.33,3932,60418,29502,63434,40279
2012-13,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,384,513,15,16147,22006,21803,22519,650,52684,840,5861,834,16021,0,52684,3,36,76,5.78,18.23,28.7,5861,49627,18125,43766,35429
2012-13,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,532,681,13.02,7137,9316,9549,9979,92,36878,262,1504,989,14018,4595,36878,3,6,44,5.95,18,31.52,1504,35701,14120,34197,20062
2012-13,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,262,345,16.3,9748,12738,12481,13043,410,43566,416,2161,962,14224,0,43566,2,21,66,5.7,19.6,32.4,2161,30354,15330,28605,22125
2012-13,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,10,16,12.9,491,609,607,625,29,2042,2,128,11,537,15,2042,1,4,13,6.08,18.15,24.38,128,1808,760,1679,1145
2012-13,JULY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,1005,1279,16.3,27037,34768,35266,35767,238,134826,169,5352,1122,22769,3358,134826,0,8,68,5.7,13.9,21.5,5352,99582,30590,94230,70999
2012-13,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,455,605,13.3,6712,8659,8822,9230,203,31654,116,1056,282,7440,0,31654,1,7,43,5.6,14.8,22.3,1056,18663,8552,17606,14627
2012-13,JULY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,191,232,12.36,9440,12378,12282,12594,624,42682,170,1016,256,6192,0,42682,1,7,50,6.116666667,16.78916667,25.94233333,1016,27789,8532,27443,25674
2012-13,JULY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1999,2597,13.82,23150,28949,30266,31452,0,0,776,2443,858,14769,0,0,1,5,27,5.12,14.9,31,2443,72858,16753,71050,65894
2012-13,JULY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1151,1569,13.22,15405,20193,21063,21719,1732,70591,631,2502,939,10784,1490,70591,1,35,108,5.34,13.71,20.91,2502,51795,12085,49162,41385
2012-13,JULY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1233,1739,15.65,13765,17779,18002,19486,587,58810,121,3901,885,15206,58,58810,2,36,80,6.25,21.81666667,37.48333333,3901,51923,15786,47981,32775
2012-13,JULY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,494,609,12.33,20629,27093,26983,27702,863,85319,598,4055,1047,21242,0,85319,1,9,54,5.93,15.87,24.07,4055,65033,21581,60978,45777
2012-13,JULY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,628,860,15.03,14568,18870,18615,19574,414,79492,766,4001,1658,22585,13,79492,1,4,46,4.65,16.98,26.65,4001,59021,28311,60917,37856
2012-13,JULY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,358,484,14.2,16777,21415,21359,21899,1267,51608,459,3944,672,15888,0,51608,3,50,91,5.6,17.5,27,3944,47756,18018,43812,34766
2012-13,JULY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,441,597,16.33,6374,8613,8609,9189,2259,39728,241,1546,991,13892,2979,39728,3,107,184,6.4,20.7,36.77,1546,35039,13987,33493,19989
2012-13,JULY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,211,273,14.3,9600,12428,12072,12656,581,44789,271,1901,815,12694,0,44789,2,26,73,5.6,19.5,29.8,1901,32203,14111,28480,22785
2012-13,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,12,17,11.3,455,604,603,621,26,1920,6,134,8,514,11,1920,1,4,8,6.26,17.53,24.39,134,1730,748,1596,1082
2012-13,JUNE,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,897,1173,16,25807,33782,34089,34653,282,131631,147,5048,1042,20939,3405,131631,0,11,106,5.8,14.3,23.2,5048,93687,28502,88630,67183
2012-13,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,424,542,13.42,6734,8435,8601,8933,175,31083,142,1295,299,7064,0,31083,2,5,37,5.4,14.5,21.3,1295,17949,8018,16657,13941
2012-13,JUNE,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,169,220,12.15,9297,12145,12018,12356,686,41919,161,992,287,6014,0,41919,1,13,58,5.983333333,16.81916667,26.1655,992,27185,8444,26887,25036
2012-13,JUNE,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1882,2483,15.23,22123,27815,28888,30141,0,0,774,2425,849,14004,0,0,1,4,18,5.13,15.18,31.67,2425,70323,15817,68539,63212
2012-13,JUNE,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1080,1448,13.75,16008,19893,20817,21287,964,65362,691,2479,831,9817,1139,65362,1,22,93,5.07,12.59,19.18,2479,49310,11127,46724,40243
2012-13,JUNE,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1638,2105,14.2,12691,16481,17364,18552,477,56872,165,3494,942,14507,84,56872,2,36,85,6.133333333,19.9,35.81666667,3494,50215,15090,46668,32161
2012-13,JUNE,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,461,575,12.25,19702,25544,25468,26119,663,79534,574,3887,1115,19908,0,79534,1,8,51,5.9,15.22,24.28,3887,61918,20207,58031,43912
2012-13,JUNE,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,561,788,15.33,13464,18058,17624,18718,563,77927,522,3956,1492,21291,12,77927,1,11,61,4.85,18.17,28.6,3956,56318,26640,57916,36205
2012-13,JUNE,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,329,459,16.7,15829,20847,20637,21036,983,49420,476,3785,740,15275,0,49420,3,48,87,5.8,18.6,29.5,3785,45956,17391,42171,33246
2012-13,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,306,423,16.97,6310,8144,8185,8562,989,36798,367,1743,1022,12820,2745,36798,3,75,143,6.02,17.88,31.72,1743,14563,12942,31574,19116
2012-13,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,148,220,15,9706,12240,11828,12395,421,41775,271,1768,882,11848,0,41775,2,19,62,5.3,19.2,29.7,1768,30762,13180,27166,21867
2012-13,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,15,20,8.75,521,679,679,699,21,2043,6,166,23,515,12,2043,1,4,12,6,18.12,27.37,166,1847,778,1681,1169
2012-13,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,960,1172,14.9,30341,38684,39070,39682,17,132856,191,6503,1261,20642,3083,132856,0,1,5,5.6,13.3,20.2,6503,102715,28458,96212,74827
2012-13,MARCH,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,261,321,11.58,10894,13513,13468,13806,1291,39950,172,1125,322,6015,0,39950,1,39,67,5.67,16.15,26.1,1125,28230,8175,28004,26614
2012-13,MARCH,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,2225,3097,16.08,23985,31904,33188,34951,3812,114258,860,2859,1001,14513,0,114258,1,14,51,5.55,17.12,40.33,2859,75239,16603,72915,69758
2012-13,MARCH,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1112,1504,13.64,16718,22141,22883,23592,653,65611,251,2872,859,11379,1499,65611,1,21,68,5.47,14.06,21.61,2872,50855,14044,47820,41149
2012-13,MARCH,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1464,2126,16.23333333,14125,19296,19386,21392,131,57786,138,3329,1082,15853,145,57786,2,15,61,6.783333333,23.71666667,39.51666667,3329,52774,16489,49416,33563
2012-13,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,585,754,12.48,21431,30669,30282,31423,801,83925,805,5099,1510,24982,0,83925,1,8,53,6.57,17.33,26.52,5099,70550,25278,65451,46650
2012-13,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,751,1018,14.27,14935,21535,20571,22451,526,79936,710,3870,1817,22909,8,79936,1,14,69,5.42,20.95,32.42,3870,61029,29099,64053,40697
2012-13,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,386,516,14.5,16322,23298,22790,23814,1445,57280,880,6622,808,17488,0,57280,3,59,98,6.1,19.83,32.15,6622,53232,19615,46610,36208
2012-13,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,511,660,14.67,7748,10448,10557,11105,86,36668,268,1422,1030,14670,5158,36668,1,5,42,6.13,18.8,34.55,1422,37210,14849,35788,20892
2012-13,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,761,1118,15.1,17457,24345,23960,25380,1018,79679,598,4242,1385,23423,0,79679,3,25,71,6,19.1,30.3,4242,55429,27433,51591,38655
2012-13,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,NULL,NULL,NULL,NULL,NULL,569,577,29,2091,2,142,8,467,11,2091,1,7,27,6.08,16.57,19.79,142,1817,684,1675,1208
2012-13,MAY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,NULL,NULL,NULL,NULL,NULL,36256,37115,262,140815,170,5344,1191,21705,3493,140815,0,29,99,5.9,14.7,23.2,5344,96656,29812,91312,69061
2012-13,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,NULL,NULL,NULL,NULL,NULL,8784,9112,203,31457,119,1336,282,7153,0,31457,1,6,45,5.4,13.8,21.3,1336,18375,8238,17036,14268
2012-13,MAY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,NULL,NULL,NULL,NULL,NULL,12560,12863,425,41239,165,875,299,6021,0,41239,1,1,39,5.683333333,15.55,24.19216667,875,27275,8429,26515,25915
2012-13,MAY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,NULL,NULL,NULL,NULL,NULL,30713,32528,2196,108910,840,2561,976,14731,0,108910,1,6,22,5.67,16.03,32.62,2561,73305,16085,71210,65684
2012-13,MAY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,NULL,NULL,NULL,NULL,NULL,21800,22257,1409,67998,754,2582,890,10343,1140,67998,1,28,100,5,12.49,18.8,2582,51232,11768,48534,41829
2012-13,MAY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,0,0,0,0,0,17281,18660,519,57160,187,3544,910,14837,91,57160,2,39,84,5.966666667,20.26666667,34.08333333,3544,50845,15472,47256,32419
2012-13,MAY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,0,0,0,27615,28275,755,78946,599,4129,1063,21126,0,78946,1,8,49,5.58,14.6,22.63,4129,64468,21423,60339,45609
2012-13,MAY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,NULL,NULL,NULL,NULL,NULL,18135,19210,447,79654,565,3964,1691,21850,0,79654,1,10,60,4.5,17.38,27.25,3964,53349,26735,59540,37176
2012-13,MAY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,NULL,NULL,NULL,NULL,NULL,22578,23042,1028,50554,325,2935,735,16039,0,50554,3,35,79,5.4,16.6,25.7,2935,46811,17952,43876,34765
2012-13,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,NULL,NULL,NULL,NULL,NULL,8204,8665,2700,40421,341,1739,843,12901,2793,40421,3,91,169,6.1,18.73,29.9,1739,33853,12982,32114,19561
2012-13,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NULL,NULL,NULL,NULL,NULL,12024,12567,663,42291,214,1563,756,11937,0,42291,2,18,66,5.3,18.1,27.2,1563,30843,13265,27327,22450
2012-13,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,13,16,9.26,424,558,564,574,18,1711,8,146,13,415,7,1711,1,4,12,6.1,17.49,20.47,146,1567,622,1421,1079
2012-13,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,871,1163,17.7,25572,34610,34837,35576,124,133974,191,5906,1131,20257,3499,133974,0,1,36,6.1,15,23.4,5906,95083,27850,89177,68345
